year,geo,vehicle_type,origin_of_manufacture,sales,value
1981,Alberta,"Total, new motor vehicles","Total, country of manufacture",Dollars,1773989000
1981,Alberta,"Total, new motor vehicles","Total, country of manufacture",Units,153846
1981,Alberta,Trucks,North America,Dollars,812688000
1981,Alberta,Trucks,North America,Units,58382
1981,Alberta,Trucks,"Total, country of manufacture",Dollars,860372000
1981,Alberta,Trucks,"Total, country of manufacture",Units,63803
1981,Alberta,Trucks,"Total, overseas",Dollars,47684000
1981,Alberta,Trucks,"Total, overseas",Units,5421
1981,British Columbia and the Territories,Passenger cars,Japan,Dollars,264259000
1981,British Columbia and the Territories,Passenger cars,Japan,Units,33570
1981,British Columbia and the Territories,Passenger cars,North America,Dollars,598129000
1981,British Columbia and the Territories,Passenger cars,North America,Units,61496
1981,British Columbia and the Territories,Passenger cars,Other countries,Dollars,104359000
1981,British Columbia and the Territories,Passenger cars,Other countries,Units,6063
1981,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Dollars,966746000
1981,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Units,101129
1981,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,368617000
1981,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,39633
1981,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Dollars,1555219000
1981,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Units,148935
1981,British Columbia and the Territories,Trucks,North America,Dollars,500511000
1981,British Columbia and the Territories,Trucks,North America,Units,37928
1981,British Columbia and the Territories,Trucks,"Total, country of manufacture",Dollars,588473000
1981,British Columbia and the Territories,Trucks,"Total, country of manufacture",Units,47806
1981,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,87962000
1981,British Columbia and the Territories,Trucks,"Total, overseas",Units,9878
1981,Canada,Passenger cars,Japan,Dollars,1622711000
1981,Canada,Passenger cars,Japan,Units,207639
1981,Canada,Passenger cars,North America,Dollars,6033437000
1981,Canada,Passenger cars,North America,Units,646942
1981,Canada,Passenger cars,Other countries,Dollars,616381000
1981,Canada,Passenger cars,Other countries,Units,49614
1981,Canada,Passenger cars,"Total, country of manufacture",Dollars,8272529000
1981,Canada,Passenger cars,"Total, country of manufacture",Units,904195
1981,Canada,Passenger cars,"Total, overseas",Dollars,2239092000
1981,Canada,Passenger cars,"Total, overseas",Units,257253
1981,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,11918395000
1981,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,1190882
1981,Canada,Trucks,North America,Dollars,3334406000
1981,Canada,Trucks,North America,Units,250775
1981,Canada,Trucks,"Total, country of manufacture",Dollars,3645866000
1981,Canada,Trucks,"Total, country of manufacture",Units,286687
1981,Canada,Trucks,"Total, overseas",Dollars,311460000
1981,Canada,Trucks,"Total, overseas",Units,35912
1981,Manitoba,Passenger cars,Japan,Dollars,36494000
1981,Manitoba,Passenger cars,Japan,Units,4652
1981,Manitoba,Passenger cars,North America,Dollars,238404000
1981,Manitoba,Passenger cars,North America,Units,24751
1981,Manitoba,Passenger cars,Other countries,Dollars,12952000
1981,Manitoba,Passenger cars,Other countries,Units,964
1981,Manitoba,Passenger cars,"Total, country of manufacture",Dollars,287849000
1981,Manitoba,Passenger cars,"Total, country of manufacture",Units,30367
1981,Manitoba,Passenger cars,"Total, overseas",Dollars,49445000
1981,Manitoba,Passenger cars,"Total, overseas",Units,5616
1981,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Dollars,452848000
1981,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Units,43345
1981,Manitoba,Trucks,North America,Dollars,154646000
1981,Manitoba,Trucks,North America,Units,11788
1981,Manitoba,Trucks,"Total, country of manufacture",Dollars,164999000
1981,Manitoba,Trucks,"Total, country of manufacture",Units,12978
1981,Manitoba,Trucks,"Total, overseas",Dollars,10353000
1981,Manitoba,Trucks,"Total, overseas",Units,1190
1981,New Brunswick,Passenger cars,Japan,Dollars,27353000
1981,New Brunswick,Passenger cars,Japan,Units,3676
1981,New Brunswick,Passenger cars,North America,Dollars,139260000
1981,New Brunswick,Passenger cars,North America,Units,16176
1981,New Brunswick,Passenger cars,Other countries,Dollars,8053000
1981,New Brunswick,Passenger cars,Other countries,Units,884
1981,New Brunswick,Passenger cars,"Total, country of manufacture",Dollars,174666000
1981,New Brunswick,Passenger cars,"Total, country of manufacture",Units,20736
1981,New Brunswick,Passenger cars,"Total, overseas",Dollars,35406000
1981,New Brunswick,Passenger cars,"Total, overseas",Units,4560
1981,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Dollars,266126000
1981,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Units,28309
1981,New Brunswick,Trucks,North America,Dollars,83595000
1981,New Brunswick,Trucks,North America,Units,6643
1981,New Brunswick,Trucks,"Total, country of manufacture",Dollars,91460000
1981,New Brunswick,Trucks,"Total, country of manufacture",Units,7573
1981,New Brunswick,Trucks,"Total, overseas",Dollars,7865000
1981,New Brunswick,Trucks,"Total, overseas",Units,930
1981,Newfoundland and Labrador,Passenger cars,Japan,Dollars,16631000
1981,Newfoundland and Labrador,Passenger cars,Japan,Units,2217
1981,Newfoundland and Labrador,Passenger cars,North America,Dollars,94954000
1981,Newfoundland and Labrador,Passenger cars,North America,Units,11026
1981,Newfoundland and Labrador,Passenger cars,Other countries,Dollars,3863000
1981,Newfoundland and Labrador,Passenger cars,Other countries,Units,532
1981,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Dollars,115449000
1981,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Units,13775
1981,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,20495000
1981,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,2749
1981,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Dollars,178238000
1981,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Units,19565
1981,Newfoundland and Labrador,Trucks,North America,Dollars,56655000
1981,Newfoundland and Labrador,Trucks,North America,Units,5060
1981,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Dollars,62789000
1981,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Units,5790
1981,Newfoundland and Labrador,Trucks,"Total, overseas",Dollars,6134000
1981,Newfoundland and Labrador,Trucks,"Total, overseas",Units,730
1981,Nova Scotia,Passenger cars,Japan,Dollars,39450000
1981,Nova Scotia,Passenger cars,Japan,Units,5283
1981,Nova Scotia,Passenger cars,North America,Dollars,193871000
1981,Nova Scotia,Passenger cars,North America,Units,22429
1981,Nova Scotia,Passenger cars,Other countries,Dollars,10457000
1981,Nova Scotia,Passenger cars,Other countries,Units,1266
1981,Nova Scotia,Passenger cars,"Total, country of manufacture",Dollars,243779000
1981,Nova Scotia,Passenger cars,"Total, country of manufacture",Units,28978
1981,Nova Scotia,Passenger cars,"Total, overseas",Dollars,49908000
1981,Nova Scotia,Passenger cars,"Total, overseas",Units,6549
1981,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Dollars,334598000
1981,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Units,37202
1981,Nova Scotia,Trucks,North America,Dollars,79999000
1981,Nova Scotia,Trucks,North America,Units,6939
1981,Nova Scotia,Trucks,"Total, country of manufacture",Dollars,90819000
1981,Nova Scotia,Trucks,"Total, country of manufacture",Units,8224
1981,Nova Scotia,Trucks,"Total, overseas",Dollars,10820000
1981,Nova Scotia,Trucks,"Total, overseas",Units,1285
1981,Ontario,Passenger cars,Japan,Dollars,522253000
1981,Ontario,Passenger cars,Japan,Units,66519
1981,Ontario,Passenger cars,North America,Dollars,2364235000
1981,Ontario,Passenger cars,North America,Units,254902
1981,Ontario,Passenger cars,Other countries,Dollars,218837000
1981,Ontario,Passenger cars,Other countries,Units,16655
1981,Ontario,Passenger cars,"Total, country of manufacture",Dollars,3105325000
1981,Ontario,Passenger cars,"Total, country of manufacture",Units,338076
1981,Ontario,Passenger cars,"Total, overseas",Dollars,741090000
1981,Ontario,Passenger cars,"Total, overseas",Units,83174
1981,Ontario,"Total, new motor vehicles","Total, country of manufacture",Dollars,4113748000
1981,Ontario,"Total, new motor vehicles","Total, country of manufacture",Units,419495
1981,Ontario,Trucks,North America,Dollars,935822000
1981,Ontario,Trucks,North America,Units,73039
1981,Ontario,Trucks,"Total, country of manufacture",Dollars,1008423000
1981,Ontario,Trucks,"Total, country of manufacture",Units,81419
1981,Ontario,Trucks,"Total, overseas",Dollars,72601000
1981,Ontario,Trucks,"Total, overseas",Units,8380
1981,Prince Edward Island,Passenger cars,Japan,Dollars,4449000
1981,Prince Edward Island,Passenger cars,Japan,Units,602
1981,Prince Edward Island,Passenger cars,North America,Dollars,24268000
1981,Prince Edward Island,Passenger cars,North America,Units,2821
1981,Prince Edward Island,Passenger cars,Other countries,Dollars,1270000
1981,Prince Edward Island,Passenger cars,Other countries,Units,196
1981,Prince Edward Island,Passenger cars,"Total, country of manufacture",Dollars,29987000
1981,Prince Edward Island,Passenger cars,"Total, country of manufacture",Units,3619
1981,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,5719000
1981,Prince Edward Island,Passenger cars,"Total, overseas",Units,798
1981,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Dollars,41444000
1981,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Units,4650
1981,Prince Edward Island,Trucks,North America,Dollars,10349000
1981,Prince Edward Island,Trucks,North America,Units,894
1981,Prince Edward Island,Trucks,"Total, country of manufacture",Dollars,11457000
1981,Prince Edward Island,Trucks,"Total, country of manufacture",Units,1031
1981,Prince Edward Island,Trucks,"Total, overseas",Dollars,1108000
1981,Prince Edward Island,Trucks,"Total, overseas",Units,137
1981,Quebec,Passenger cars,Japan,Dollars,529751000
1981,Quebec,Passenger cars,Japan,Units,68411
1981,Quebec,Passenger cars,North America,Dollars,1433557000
1981,Quebec,Passenger cars,North America,Units,161404
1981,Quebec,Passenger cars,Other countries,Dollars,189223000
1981,Quebec,Passenger cars,Other countries,Units,18850
1981,Quebec,Passenger cars,"Total, country of manufacture",Dollars,2152531000
1981,Quebec,Passenger cars,"Total, country of manufacture",Units,248665
1981,Quebec,Passenger cars,"Total, overseas",Dollars,718974000
1981,Quebec,Passenger cars,"Total, overseas",Units,87261
1981,Quebec,"Total, new motor vehicles","Total, country of manufacture",Dollars,2668345000
1981,Quebec,"Total, new motor vehicles","Total, country of manufacture",Units,286633
1981,Quebec,Trucks,North America,Dollars,462559000
1981,Quebec,Trucks,North America,Units,31615
1981,Quebec,Trucks,"Total, country of manufacture",Dollars,515814000
1981,Quebec,Trucks,"Total, country of manufacture",Units,37968
1981,Quebec,Trucks,"Total, overseas",Dollars,53255000
1981,Quebec,Trucks,"Total, overseas",Units,6353
1981,Saskatchewan,Passenger cars,Japan,Dollars,32827000
1981,Saskatchewan,Passenger cars,Japan,Units,4140
1981,Saskatchewan,Passenger cars,North America,Dollars,240599000
1981,Saskatchewan,Passenger cars,North America,Units,24009
1981,Saskatchewan,Passenger cars,Other countries,Dollars,9154000
1981,Saskatchewan,Passenger cars,Other countries,Units,658
1981,Saskatchewan,Passenger cars,"Total, country of manufacture",Dollars,282580000
1981,Saskatchewan,Passenger cars,"Total, country of manufacture",Units,28807
1981,Saskatchewan,Passenger cars,"Total, overseas",Dollars,41981000
1981,Saskatchewan,Passenger cars,"Total, overseas",Units,4798
1981,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Dollars,533840000
1981,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Units,48902
1981,Saskatchewan,Trucks,North America,Dollars,237582000
1981,Saskatchewan,Trucks,North America,Units,18487
1981,Saskatchewan,Trucks,"Total, country of manufacture",Dollars,251260000
1981,Saskatchewan,Trucks,"Total, country of manufacture",Units,20095
1981,Saskatchewan,Trucks,"Total, overseas",Dollars,13678000
1981,Saskatchewan,Trucks,"Total, overseas",Units,1608
1982,Alberta,Passenger cars,Japan,Dollars,132408000
1982,Alberta,Passenger cars,Japan,Units,14710
1982,Alberta,Passenger cars,North America,Dollars,534275000
1982,Alberta,Passenger cars,North America,Units,49295
1982,Alberta,Passenger cars,Other countries,Dollars,49075000
1982,Alberta,Passenger cars,Other countries,Units,3229
1982,Alberta,Passenger cars,"Total, country of manufacture",Dollars,715758000
1982,Alberta,Passenger cars,"Total, country of manufacture",Units,67234
1982,Alberta,Passenger cars,"Total, overseas",Dollars,181483000
1982,Alberta,Passenger cars,"Total, overseas",Units,17939
1982,Alberta,"Total, new motor vehicles","Total, country of manufacture",Dollars,1340116000
1982,Alberta,"Total, new motor vehicles","Total, country of manufacture",Units,111603
1982,Alberta,Trucks,North America,Dollars,573725000
1982,Alberta,Trucks,North America,Units,38939
1982,Alberta,Trucks,"Total, country of manufacture",Dollars,624358000
1982,Alberta,Trucks,"Total, country of manufacture",Units,44369
1982,Alberta,Trucks,"Total, overseas",Dollars,50633000
1982,Alberta,Trucks,"Total, overseas",Units,5430
1982,British Columbia and the Territories,Passenger cars,Japan,Dollars,220711000
1982,British Columbia and the Territories,Passenger cars,Japan,Units,25231
1982,British Columbia and the Territories,Passenger cars,North America,Dollars,389299000
1982,British Columbia and the Territories,Passenger cars,North America,Units,37595
1982,British Columbia and the Territories,Passenger cars,Other countries,Dollars,67171000
1982,British Columbia and the Territories,Passenger cars,Other countries,Units,3703
1982,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Dollars,677181000
1982,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Units,66529
1982,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,287882000
1982,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,28934
1982,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Dollars,1033873000
1982,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Units,94053
1982,British Columbia and the Territories,Trucks,North America,Dollars,281318000
1982,British Columbia and the Territories,Trucks,North America,Units,19501
